img,id,kp-1,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/2/7ffe57df-frame_006440.jpg,1052,"[{""x"": 52.86415711947627, ""y"": 75.87209302325581, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 54.50081833060556, ""y"": 87.5, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.84451718494272, ""y"": 76.45348837209302, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.35351882160393, ""y"": 87.5, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 38.788870703764324, ""y"": 62.5, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 49.263502454991816, ""y"": 54.36046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 50.245499181669395, ""y"": 42.151162790697676, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 21.44026186579378, ""y"": 53.19767441860465, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 33.387888707037646, ""y"": 46.22093023255814, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 39.44353518821604, ""y"": 42.73255813953488, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.86252045826514, ""y"": 69.76744186046511, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.35515548281506, ""y"": 68.8953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 48.6088379705401, ""y"": 36.91860465116279, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 40.58919803600654, ""y"": 39.24418604651163, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.680851063829785, ""y"": 38.372093023255815, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.04418985270049, ""y"": 29.941860465116278, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1011,2022-06-30T17:16:39.324157Z,2022-06-30T17:16:39.324218Z,44.634
/data/upload/2/e793b9a3-frame_006420.jpg,1051,"[{""x"": 55.810147299509005, ""y"": 74.70930232558139, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 46.317512274959086, ""y"": 75.29069767441861, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 56.79214402618658, ""y"": 87.79069767441861, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.335515548281506, ""y"": 86.9186046511628, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 51.55482815057283, ""y"": 65.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.756137479541735, ""y"": 50.2906976744186, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 56.46481178396072, ""y"": 39.53488372093023, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 29.623567921440262, ""y"": 63.66279069767442, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 38.1342062193126, ""y"": 48.54651162790697, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 42.716857610474634, ""y"": 41.56976744186046, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.662847790507364, ""y"": 65.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 55.97381342062193, ""y"": 65.69767441860465, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.682487725040914, ""y"": 33.72093023255814, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.00818330605565, ""y"": 36.627906976744185, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 49.263502454991816, ""y"": 35.75581395348837, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 47.95417348608838, ""y"": 27.61627906976744, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1010,2022-06-30T17:15:53.982487Z,2022-06-30T17:15:53.982525Z,56.642
/data/upload/2/2efa9a88-frame_006352.jpg,1050,"[{""x"": 54.337152209492636, ""y"": 79.94186046511628, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.35351882160393, ""y"": 79.94186046511628, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 49.754500818330605, ""y"": 72.38372093023256, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 55.15548281505728, ""y"": 56.68604651162791, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 52.86415711947627, ""y"": 45.05813953488372, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 29.2962356792144, ""y"": 74.4186046511628, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 35.3518821603928, ""y"": 60.75581395348837, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 39.27986906710311, ""y"": 48.54651162790697, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.02618657937807, ""y"": 69.47674418604652, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 54.173486088379704, ""y"": 68.8953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 49.91816693944354, ""y"": 38.95348837209303, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 41.08019639934533, ""y"": 42.73255813953488, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.826513911620296, ""y"": 41.56976744186046, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.00818330605565, ""y"": 32.26744186046512, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1009,2022-06-30T17:14:56.670252Z,2022-06-30T17:14:56.670299Z,45.29
/data/upload/2/8b80fc88-frame_006149.jpg,1049,"[{""x"": 56.30114566284779, ""y"": 85.46511627906976, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 46.48117839607201, ""y"": 85.75581395348837, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 83.14238952536824, ""y"": 52.03488372093023, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 69.88543371522096, ""y"": 52.616279069767444, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 61.702127659574465, ""y"": 45.348837209302324, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 24.549918166939445, ""y"": 38.66279069767442, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 36.9885433715221, ""y"": 42.73255813953488, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.69885433715221, ""y"": 43.02325581395349, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.00818330605565, ""y"": 79.94186046511628, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.10147299509001, ""y"": 81.1046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.756137479541735, ""y"": 39.825581395348834, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.99018003273322, ""y"": 39.825581395348834, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.51882160392799, ""y"": 40.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.51882160392799, ""y"": 30.523255813953487, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1008,2022-06-30T17:14:10.782706Z,2022-06-30T17:14:10.782732Z,42.973
/data/upload/2/0be74fd9-frame_006146.jpg,1048,"[{""x"": 55.810147299509005, ""y"": 85.17441860465117, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 47.13584288052373, ""y"": 85.75581395348837, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 83.14238952536824, ""y"": 52.906976744186046, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 68.73977086743044, ""y"": 52.03488372093023, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 60.72013093289689, ""y"": 44.47674418604651, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 24.058919803600656, ""y"": 41.86046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 36.824877250409166, ""y"": 41.27906976744186, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.02618657937807, ""y"": 41.86046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.171849427168574, ""y"": 81.3953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.42880523731588, ""y"": 80.81395348837209, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.10147299509001, ""y"": 39.53488372093023, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.826513911620296, ""y"": 39.24418604651163, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.35515548281506, ""y"": 40.406976744186046, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.51882160392799, ""y"": 29.651162790697676, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1007,2022-06-30T17:13:26.992545Z,2022-06-30T17:13:26.992600Z,34.934
/data/upload/2/0d9f6205-frame_006101.jpg,1047,"[{""x"": 55.810147299509005, ""y"": 85.46511627906976, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 46.64484451718494, ""y"": 86.33720930232558, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 82.8150572831424, ""y"": 47.674418604651166, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 69.0671031096563, ""y"": 46.80232558139535, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 60.88379705400982, ""y"": 44.47674418604651, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 19.148936170212767, ""y"": 45.348837209302324, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 34.86088379705401, ""y"": 47.383720930232556, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 42.88052373158756, ""y"": 44.47674418604651, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.189852700490995, ""y"": 80.81395348837209, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 57.283142389525366, ""y"": 80.52325581395348, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 57.93780687397709, ""y"": 39.53488372093023, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.00818330605565, ""y"": 40.116279069767444, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 52.53682487725041, ""y"": 40.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.0278232405892, ""y"": 32.26744186046512, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1006,2022-06-30T17:12:51.268110Z,2022-06-30T17:12:51.268340Z,40.696
/data/upload/2/5e8eb3c9-frame_006082.jpg,1046,"[{""x"": 55.319148936170215, ""y"": 86.04651162790698, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.99018003273322, ""y"": 85.75581395348837, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 79.70540098199673, ""y"": 45.348837209302324, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 68.24877250409165, ""y"": 43.895348837209305, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 60.88379705400982, ""y"": 42.44186046511628, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 20.29459901800327, ""y"": 46.22093023255814, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 35.18821603927987, ""y"": 50.58139534883721, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.20785597381342, ""y"": 45.05813953488372, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.35351882160393, ""y"": 80.81395348837209, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 57.61047463175123, ""y"": 80.81395348837209, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.265139116202946, ""y"": 39.24418604651163, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.49918166939444, ""y"": 40.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.0278232405892, ""y"": 41.27906976744186, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 53.51882160392799, ""y"": 31.686046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1005,2022-06-30T17:12:09.888843Z,2022-06-30T17:12:09.888884Z,42.413
/data/upload/2/a8197c91-frame_006014.jpg,1045,"[{""x"": 55.48281505728314, ""y"": 84.01162790697674, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 46.317512274959086, ""y"": 84.59302325581395, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 83.30605564648118, ""y"": 45.63953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 69.0671031096563, ""y"": 49.127906976744185, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 61.37479541734861, ""y"": 42.73255813953488, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 22.094926350245498, ""y"": 34.883720930232556, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 35.51554828150573, ""y"": 43.31395348837209, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.04418985270049, ""y"": 41.27906976744186, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 44.680851063829785, ""y"": 78.77906976744185, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 57.774140752864156, ""y"": 79.36046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 58.42880523731588, ""y"": 37.7906976744186, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.335515548281506, ""y"": 38.08139534883721, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 52.53682487725041, ""y"": 38.66279069767442, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 52.37315875613748, ""y"": 27.325581395348838, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1004,2022-06-30T17:11:26.707066Z,2022-06-30T17:11:26.707210Z,35.935
/data/upload/2/23725bc2-frame_005879.jpg,1044,"[{""x"": 55.15548281505728, ""y"": 85.46511627906976, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 45.335515548281506, ""y"": 85.46511627906976, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 83.30605564648118, ""y"": 45.63953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 67.9214402618658, ""y"": 48.54651162790697, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 59.41080196399346, ""y"": 43.895348837209305, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 19.312602291325696, ""y"": 45.63953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 34.04255319148936, ""y"": 45.93023255813954, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 41.57119476268412, ""y"": 44.18604651162791, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.69885433715221, ""y"": 81.1046511627907, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 56.79214402618658, ""y"": 80.81395348837209, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 56.46481178396072, ""y"": 39.24418604651163, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.37152209492635, ""y"": 40.69767441860465, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 50.736497545008184, ""y"": 40.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 50.57283142389525, ""y"": 30.523255813953487, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1003,2022-06-30T17:10:49.960197Z,2022-06-30T17:10:49.960440Z,50.767
/data/upload/2/d16675ef-frame_005829.jpg,1043,"[{""x"": 55.319148936170215, ""y"": 85.17441860465117, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 46.317512274959086, ""y"": 85.46511627906976, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Leg""], ""original_width"": 611, ""original_height"": 344}, {""x"": 81.83306055646482, ""y"": 50.2906976744186, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 67.26677577741407, ""y"": 49.7093023255814, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 60.39279869067103, ""y"": 44.47674418604651, ""width"": 0.32733224222585927, ""keypointlabels"": [""Left_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 18.49427168576105, ""y"": 45.05813953488372, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 33.55155482815057, ""y"": 46.80232558139535, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 41.734860883797054, ""y"": 44.47674418604651, ""width"": 0.32733224222585927, ""keypointlabels"": [""Right_Arm""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.86252045826514, ""y"": 82.26744186046511, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 57.4468085106383, ""y"": 81.3953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 57.11947626841244, ""y"": 40.116279069767444, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 43.86252045826514, ""y"": 40.98837209302326, ""width"": 0.32733224222585927, ""keypointlabels"": [""Torso""], ""original_width"": 611, ""original_height"": 344}, {""x"": 51.227495908346974, ""y"": 41.56976744186046, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}, {""x"": 52.04582651391162, ""y"": 30.813953488372093, ""width"": 0.32733224222585927, ""keypointlabels"": [""Head""], ""original_width"": 611, ""original_height"": 344}]",1,1002,2022-06-30T17:09:58.353540Z,2022-06-30T17:09:58.353596Z,35.057
